	Rank	Link	Title	Sentiment_Title	Labels	subjectivity_label	subjectivity_text	Is_Money	Name
186	158	https://www.theguardian.com/artanddesign/2015/apr/19/what-will-boris-johnson-legacy-london	What will Boris Johnson’s legacy to London be?	Pos	Neu	objective	objective: What will Boris Johnson’s legacy to London be?	O	Guardian
187	118	https://www.theguardian.com/sport/2015/jun/11/olympic-legacy-sport-participation-plummets	Olympic legacy ends in lethargy as sporting participation plummets	Neg	Neg	objective	objective: Olympic legacy ends in lethargy as sporting participation plummets	O	Guardian
188	11	https://www.theguardian.com/commentisfree/2015/jun/15/britain-olympic-legacy-london-2012	Britain’s Olympic legacy is a sedentary nation | David Conn	Pos	Neg	objective	objective: Britain’s Olympic legacy is a sedentary nation | David Conn	O	Guardian
189	104	https://www.theguardian.com/sport/2015/jun/19/olympic-stadium-cost-rises-west-ham	Olympic Stadium cost rises to £701m from initial £280m estimate	Neg	Neg	subjective	subjective: Olympic Stadium cost rises to £701m from initial £280m estimate	Money	Guardian
190	16	https://www.theguardian.com/news/datablog/2015/jul/05/olympic-legacy-failure-sports-participation-figures	Olympic legacy failure: sports participation figures	Neg	Neg	objective	objective: Olympic legacy failure: sports participation figures	O	Guardian
191	8	https://www.theguardian.com/sport/blog/2015/jul/05/olympic-legacy-failure-london-2012-message-millstone	Olympic legacy failure: inspiring London 2012 message has become a millstone	Neg	Neg	subjective	subjective: Olympic legacy failure: inspiring London 2012 message has become a millstone	O	Guardian
192	66	https://www.theguardian.com/sport/2015/jul/05/olympic-legacy-failure-school-sport-postcode-lottery-michael-gove	Olympic legacy failure: access to school sport is now a postcode lottery	Neg	Neg	objective	objective: Olympic legacy failure: access to school sport is now a postcode lottery	O	Guardian
193	37	https://www.theguardian.com/sport/2015/jul/05/olympic-legacy-failure-tessa-jowell-coalition-government	Olympic legacy failure: Tessa Jowell attacks ‘wicked’ coalition government	Neg	Neg	objective	objective: Olympic legacy failure: Tessa Jowell attacks ‘wicked’ coalition government	O	Guardian
194	25	https://www.theguardian.com/commentisfree/2015/jul/05/the-guardian-view-on-the-olympic-legacy-running-out-of-steam	The Guardian view on the Olympic legacy: running out of steam | Editorial	Neg	Neg	objective	objective: The Guardian view on the Olympic legacy: running out of steam | Editorial	O	Guardian
195	27	https://www.theguardian.com/sport/2015/jul/05/olympic-legacy-failure-sporting-numbers-plummet	Olympic legacy failure: sporting numbers plummet amid confusion and blame	Neg	Neg	objective	objective: Olympic legacy failure: sporting numbers plummet amid confusion and blame	O	Guardian
196	44	https://www.theguardian.com/sport/2015/jul/05/olympic-legacy-failure-sports-centres-council-cuts	Olympic legacy failure: sports centres under assault by thousand council cuts	Neg	Neg	objective	objective: Olympic legacy failure: sports centres under assault by thousand council cuts	O	Guardian
197	43	https://www.theguardian.com/uk-news/davehillblog/2015/jul/08/whats-happened-to-affordable-housing-on-londons-olympic-park	What's happened to 'affordable' housing on London's Olympic park?	Neg	Neu	objective	objective: What's happened to 'affordable' housing on London's Olympic park?	O	Guardian
198	2	https://www.theguardian.com/cities/davehillblog/2015/jul/23/london-olympic-legacy-three-years-on-2012-games	London's Olympic legacy three years on: is the city really getting what it needed?	Neutral	Neu	subjective	subjective: London's Olympic legacy three years on: is the city really getting what it needed?	O	Guardian
199	142	https://www.theguardian.com/uk-news/2015/dec/17/olympic-legacy-minister-tracey-crouch-strategy	Sports minister sets goals for a fitter nation after Olympic legacy stagnates	Pos	Pos	objective	objective: Sports minister sets goals for a fitter nation after Olympic legacy stagnates	O	Guardian
200	126	https://www.theguardian.com/football/2016/apr/14/west-ham-olympic-stadium-club-pay-per-season-rent	West Ham’s Olympic Stadium contract: club to pay £2.5m per season in rent	Neg	Neu	objective	objective: West Ham’s Olympic Stadium contract: club to pay £2.5m per season in rent	Money	Guardian
201	130	https://www.theguardian.com/football/2016/apr/14/west-ham-deal-century-olympic-stadium	How West Ham struck the deal of the century with Olympic Stadium move	Neg	Neg	objective	objective: How West Ham struck the deal of the century with Olympic Stadium move	O	Guardian
202	12	https://www.theguardian.com/uk-news/davehillblog/2016/jul/27/london-olympics-legacy-jobs-jobs-and-jobs	London Olympics legacy: jobs, jobs and jobs	Neutral	Neu	objective	objective: London Olympics legacy: jobs, jobs and jobs	O	Guardian
203	88	https://www.theguardian.com/sport/2016/jul/29/the-trouble-with-the-olympic-games	The trouble with the Olympic Games	Neg	Neg	objective	objective: The trouble with the Olympic Games	O	Guardian
204	24	https://www.theguardian.com/society/2016/jul/29/olympic-legacy-alive-and-well-in-stratford	Olympic legacy alive and well in Stratford	Pos	Pos	objective	objective: Olympic legacy alive and well in Stratford	O	Guardian
205	3	https://www.theguardian.com/artanddesign/2016/aug/03/london-olympic-legacy-stratford-suburb-on-steroids	London's Olympic legacy: a suburb on steroids, a cacophony of luxury stumps	other	Neutral 	subjective	subjective: London's Olympic legacy: a suburb on steroids, a cacophony of luxury stumps	O	Guardian
206	41	https://www.theguardian.com/uk-news/2016/aug/06/charities-demand-return-olympics-london-2012-lottery-cash	Charities seek return of £425m lotto cash borrowed for London Olympics	Pos	Pos	subjective	subjective: Charities seek return of £425m lotto cash borrowed for London Olympics	Money	Guardian
207	30	https://www.theguardian.com/uk-news/2016/aug/11/olympic-park-london-plan-cement-concrete-plants-causes-uproar	Plan for cement factories in London Olympic park causes uproar	Neg	Neg	objective	objective: Plan for cement factories in London Olympic park causes uproar	O	Guardian
208	50	https://www.theguardian.com/artanddesign/2016/aug/21/london-olympicopolis-arts-quarter	London Olympicopolis: the design we might’ve had	Pos	Neg	subjective	subjective: London Olympicopolis: the design we might’ve had	O	Guardian
209	86	https://www.theguardian.com/commentisfree/2016/aug/25/london-rio-paralympics-legacy-disabled-cuts	From London to Rio, 2012’s Paralympic legacy has been shamefully betrayed | Jackie Ashley	Neg	Neg	objective	objective: From London to Rio, 2012’s Paralympic legacy has been shamefully betrayed | Jackie Ashley	O	Guardian
210	10	https://www.theguardian.com/society/2016/aug/30/london-olympic-regeneration-but-price-locals-cant-pay	London Olympics has brought regeneration, but at a price locals can’t afford | Penny Bernstock	other	Neg	objective	objective: London Olympics has brought regeneration, but at a price locals can’t afford | Penny Bernstock	O	Guardian
211	33	https://www.theguardian.com/sport/2016/nov/03/london-stadium-chairman-david-edmonds-resigns-costs-investigation	London Stadium chairman David Edmonds quits amid costs investigation	Neg	Neg	objective	objective: London Stadium chairman David Edmonds quits amid costs investigation	O	Guardian
212	28	https://www.theguardian.com/commentisfree/2016/nov/06/why-should-we-expect-olympics-to-keep-on-giving-2012-legacy	Why do we expect the Olympics to keep on giving? | David Mitchell	Pos	Neu	objective	objective: Why do we expect the Olympics to keep on giving? | David Mitchell	O	Guardian
213	1	https://www.theguardian.com/cities/2017/jul/27/london-olympic-park-success-five-years-depends	Legacy, what legacy? Five years on the London Olympic park battle still rages	other	Neg	objective	objective: Legacy, what legacy? Five years on the London Olympic park battle still rages	O	Guardian
214	74	https://www.theguardian.com/sport/2017/dec/01/sadiq-khan-west-ham-london-stadium	Sadiq Khan to take control of London Stadium after critical review	Neg	Neg	objective	objective: Sadiq Khan to take control of London Stadium after critical review	O	Guardian
215	34	https://www.theguardian.com/artanddesign/2018/jun/05/goodbye-olympicopolis-hello-east-bank-more-plans-unveiled-for-troubled-site	From Olympic Park to East Bank: how St Paul's 'faux pas' led to design rethink	Neutral	Neu	objective	objective: From Olympic Park to East Bank: how St Paul's 'faux pas' led to design rethink	O	Guardian
216	164	https://www.theguardian.com/sport/video/2019/jan/08/what-makes-london-2012-the-dirtiest-ever-olympic-games-video-explainer	What makes London 2012 the 'dirtiest ever' Olympic Games? – video explainer	other	Neg	subjective,objective	subjective: What makes London 2012 the 'dirtiest ever' Olympic Games?,objective: – video explainer	O	Guardian
